title
АКШ бәйсезлеге өчен сугыш
Беренче инглиз-бур сугышы
Бурсыклы буендагы бәрелеш
Бәдер сугышы
Бөек Ватан сугышы
Гарәп яулары
Идегәйнең Киевка явы (1416)
Идегәйнең Мәскәүгә явы (1408)
Икенче инглиз-бур сугышы
Инглиз-бур сугышлары
Испан-америка сугышы
Йөз еллык сугыш
Кавказ сугышы
Казан танк университеты
Калка буендагы бәрелеш
Кама (танк үзәге)
Киев шәһәрен камап алу (1240)
Косово бәрелеше
Ливония сугышы
Сит бәрелеше
Совет-фин сугышы (1939-1940)
Талас бәрелеше
Төньяк сугыш
Фолкленд сугышы
Чукчаларның Русия империясенә каршы көрәше
Өхед сугышы
